SampleID URINE_V2_Benzoic_acid URINE_V2_Adenosine URINE_V2_Fumaric_acid URINE_V2_Trigonelline URINE_V2_2_Oxoglutaric_acid URINE_V2_2_Furoylglycine URINE_V2_Myo_Inositol URINE_V2_Allantoin URINE_V2_Arginine URINE_V2_1_Methyladenosine URINE_V2_D_Mannose URINE_V2_D_Glucose URINE_V2_Dimethylamine URINE_V2_Formic_acid URINE_V2_Valine URINE_V2_Methionine URINE_V2_Acetic_acid URINE_V2_1_Methylnicotinamide URINE_V2_Pyruvic_acid URINE_V2_Succinic_acid URINE_V2_Glycine URINE_V2_Acetoacetic_acid URINE_V2_Creatine URINE_V2_D_Galactose URINE_V2_4_Aminobutyric_acid URINE_V2_Inosine URINE_V2_N,N_Dimethylglycine URINE_V2_D_Lactose URINE_V2_Taurine URINE_V2_2_Methylsuccinic_acid URINE_V2_Tartaric_acid URINE_V2_1_Methylhistidine URINE_V2_D_Mannitol URINE_V2_Caffeine URINE_V2_Betaine URINE_V2_Alanine URINE_V2_Imidazole URINE_V2_Guanidinoacetic_acid URINE_V2_Allopurinol_Zyloprim URINE_V2_Sarcosine URINE_V2_Lactic_acid URINE_V2_Oxaloacetic_acid URINE_V2_Acetone URINE_V2_3_Hydroxybutyric_acid URINE_V2_Proline_betaine URINE_V2_D_Mandelic_acid URINE_V2_Trimethylamine URINE_V2_Hippuric_acid URINE_V2_Citric_acid NA
x30MCx3114 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 7.071067811900001 1.4142135624 12.7279220614 170 22.627416998 6.3639610307000005 3.5355339059 160 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 33 10.6066017178 127.2792206136 31.8198051534 18 33 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 32 1.4142135624 70.7106781187 25 1.4142135624 55 340 240 NA
x10MCx1153 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 28 530.3300858899 3.5355339059 47 930 31 13 5 12.7279220614 5 22.627416998 6.3639610307000005 8 88 9.8994949366 110 30.405591591 14.142135623699998 13.4350288425 11 67.8822509939 98.9949493661 33.941125497 6 10.6066017178 127.2792206136 65 33 53 33.941125497 100 7.071067811900001 3 34.6482322781 69 4 70.7106781187 17.6776695297 1.4142135624 1.4142135624 280 140 NA
x11MCx3149 7.071067811900001 275.7716446628 1.4142135624 46 65.0538238692 27.5771644663 3111.2698372208 17 530.3300858899 3.5355339059 4.2426406871 70 68 10 3 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 24.041630560300003 14 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 15 10.6066017178 127.2792206136 31.8198051534 4.9497474683 20 33.941125497 70.7106781187 7.071067811900001 2 34.6482322781 36 1.4142135624 70.7106781187 190 1.4142135624 1.4142135624 370 480 NA
x13MCx3351 7.071067811900001 275.7716446628 1.4142135624 49 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 7.071067811900001 1.4142135624 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 42 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 4.9497474683 11 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 17 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 350 240 NA
x20MCx2870 7.071067811900001 275.7716446628 1.4142135624 120 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 75 40 46 5 12.7279220614 16 22.627416998 12 13 270 15 70 30.405591591 14.142135623699998 13.4350288425 10 67.8822509939 98.9949493661 33.941125497 10 25 200 31.8198051534 11 38 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 29 3 70.7106781187 49 1.4142135624 1.4142135624 850 580 NA
x30MCx2920 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
x30MCx2619 7.071067811900001 275.7716446628 2 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 46 7.071067811900001 5 12.7279220614 12 22.627416998 6.3639610307000005 3.5355339059 64 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 110 10.6066017178 127.2792206136 31.8198051534 12 18 33.941125497 280 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 3 70.7106781187 87 1.4142135624 1.4142135624 250 340 NA
x10MCx1746 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 40 33 7.071067811900001 3 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 43 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 7 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 4.9497474683 12 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 2 70.7106781187 47 1.4142135624 1.4142135624 240 110 NA
x10MCx1272 7.071067811900001 275.7716446628 1.4142135624 50 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 31 7.071067811900001 3 12.7279220614 5 22.627416998 6.3639610307000005 3.5355339059 190 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 13 10.6066017178 190 31.8198051534 4.9497474683 34 33.941125497 130 7.071067811900001 1.4142135624 34.6482322781 25 1.4142135624 70.7106781187 26 1.4142135624 1.4142135624 120.2081528017 100 NA
x13MCx3255 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 800 21.920310216799997 7.071067811900001 4 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 74 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 200 33.941125497 3.5355339059 10.6066017178 127.2792206136 57 38 45 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 82 1.4142135624 1.4142135624 120.2081528017 250 NA
x30MCx2811 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
x10MCx3273 7.071067811900001 275.7716446628 4 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 67 21.920310216799997 7.071067811900001 3 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 8 62 9.8994949366 440 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 40 15 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 41 1.4142135624 1.4142135624 120.2081528017 440 NA
x20MCx1766 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 7.071067811900001 3 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 180 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 9 67.8822509939 98.9949493661 33.941125497 7 10.6066017178 127.2792206136 31.8198051534 4.9497474683 18 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 27 1.4142135624 70.7106781187 27 1.4142135624 1.4142135624 120.2081528017 360 NA
x10MCx2873 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 41 52 31 5 12.7279220614 38 22.627416998 14 5 71 20 100 30.405591591 14.142135623699998 13.4350288425 14 67.8822509939 98.9949493661 33.941125497 74 53 127.2792206136 79 20 13 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 23 8 70.7106781187 17.6776695297 1.4142135624 1.4142135624 170 340 NA
x30MCx3009 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 36 21.920310216799997 11 4 12.7279220614 8 22.627416998 6.3639610307000005 3.5355339059 200 14 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 25 27 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 29 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 290 320 NA
x30MCx2901 7.071067811900001 275.7716446628 1.4142135624 37 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 60 36 7.071067811900001 1.4142135624 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 54 24 430 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 4.9497474683 29 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 47 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 1600 69 NA
x30MCx2734 7.071067811900001 275.7716446628 1.4142135624 48 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 34 21.920310216799997 10 3 12.7279220614 9 22.627416998 6.3639610307000005 3.5355339059 130 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 12 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 60 29 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 25 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 190 220 NA
x10MCx2709 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 48 21.920310216799997 7.071067811900001 4 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 100 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 4.9497474683 18 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 25 1.4142135624 70.7106781187 76 1.4142135624 1.4142135624 120.2081528017 200 NA
x11MCx3248 7.071067811900001 275.7716446628 1.4142135624 37 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 55 21.920310216799997 10 1.4142135624 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 67 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 350 31.8198051534 32 19 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 20 1.4142135624 70.7106781187 47 1.4142135624 1.4142135624 170 230 NA
x20MCx1432 7.071067811900001 275.7716446628 1.4142135624 110 65.0538238692 27.5771644663 3111.2698372208 39 530.3300858899 3.5355339059 4.2426406871 100 56 18 5 12.7279220614 11 22.627416998 6.3639610307000005 6 80 20 1400 30.405591591 14.142135623699998 13.4350288425 11 67.8822509939 98.9949493661 33.941125497 9 10.6066017178 127.2792206136 31.8198051534 22 36 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 36 3 70.7106781187 17.6776695297 1.4142135624 1.4142135624 840 310 NA
x11MCx1579 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 34 21.920310216799997 7.071067811900001 4 12.7279220614 3.5355339059 22.627416998 9 3.5355339059 160 9.8994949366 61 30.405591591 14.142135623699998 13.4350288425 14 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 470 31.8198051534 12 22 33.941125497 170 7.071067811900001 1.4142135624 34.6482322781 78 4 70.7106781187 17.6776695297 1.4142135624 1.4142135624 120.2081528017 280 NA
x14MCx2945 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 14 2 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 84 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 7 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 12 21 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 340 380 NA
x12MCx2339 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
x10MCx2396 7.071067811900001 275.7716446628 5 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 260 46000 21.920310216799997 11 7 12.7279220614 10 22.627416998 9 14 54 25 35.3553390593 130 14.142135623699998 13.4350288425 14 67.8822509939 98.9949493661 33.941125497 25 10.6066017178 127.2792206136 2100 4.9497474683 54 33.941125497 2700 15 3 140 55 4 70.7106781187 17.6776695297 1.4142135624 1.4142135624 120.2081528017 310 NA
x20MCx2093 7.071067811900001 275.7716446628 1.4142135624 45 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 39 21.920310216799997 11 2 12.7279220614 6 22.627416998 6.3639610307000005 3.5355339059 42 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 13 10.6066017178 127.2792206136 31.8198051534 26 25 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 63 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 330 170 NA
x30MCx2675 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
x20MCx1348 7.071067811900001 275.7716446628 1.4142135624 98 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 43 24 1.4142135624 12.7279220614 10 22.627416998 6.3639610307000005 7 130 19 35.3553390593 30.405591591 14.142135623699998 13.4350288425 7 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 19 23 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 57 4 70.7106781187 17.6776695297 1.4142135624 1.4142135624 860 370 NA
x20MCx1695 7.071067811900001 275.7716446628 3 120 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 49 8000 21.920310216799997 13 10 12.7279220614 17 22.627416998 6.3639610307000005 10 78 19 35.3553390593 30.405591591 14.142135623699998 13.4350288425 11 67.8822509939 98.9949493661 33.941125497 41 10.6066017178 127.2792206136 430 89 92 33.941125497 340 7.071067811900001 1.4142135624 87 28 2 70.7106781187 17.6776695297 1.4142135624 1.4142135624 250 400 NA
x10MCx1143 7.071067811900001 275.7716446628 1.4142135624 40 65.0538238692 27.5771644663 3111.2698372208 22 530.3300858899 3.5355339059 4.2426406871 88 45 18 7 12.7279220614 10 22.627416998 6.3639610307000005 10 89 9.8994949366 59 30.405591591 14.142135623699998 13.4350288425 7 67.8822509939 98.9949493661 33.941125497 100 10.6066017178 127.2792206136 31.8198051534 24 18 33.941125497 110 7.071067811900001 7 34.6482322781 12.0208152802 4 70.7106781187 190 1.4142135624 1.4142135624 120.2081528017 350 NA
x10MCx3156 7.071067811900001 275.7716446628 2 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 6 1100 21.920310216799997 23 10 12.7279220614 3.5355339059 22.627416998 12 3.5355339059 300 9.8994949366 120 30.405591591 14.142135623699998 13.4350288425 9 67.8822509939 98.9949493661 33.941125497 7 10.6066017178 127.2792206136 81 28 120 33.941125497 70.7106781187 7.071067811900001 1.4142135624 60 12.0208152802 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 120.2081528017 430 NA
x20MCx2988 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 39 45 7.071067811900001 3 12.7279220614 6 22.627416998 6.3639610307000005 3.5355339059 63 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 4.9497474683 13 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 31 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 120.2081528017 28.2842712475 NA
x20MCx2350 7.071067811900001 275.7716446628 1.4142135624 45 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 13 6 12.7279220614 8 22.627416998 6.3639610307000005 3.5355339059 63 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 7 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 13 60 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 57 3 70.7106781187 17.6776695297 1.4142135624 1.4142135624 210 180 NA
x10MCx2284 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 34 21.920310216799997 7.071067811900001 3 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 24.041630560300003 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 4.9497474683 13 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 33 1.4142135624 1.4142135624 120.2081528017 220 NA
x30MCx2261 7.071067811900001 275.7716446628 1.4142135624 84 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 40 32 10 3 12.7279220614 7 22.627416998 6.3639610307000005 3.5355339059 180 9.8994949366 110 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 5 10.6066017178 127.2792206136 31.8198051534 8 16 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 44 2 70.7106781187 25 1.4142135624 1.4142135624 1300 93 NA
x10MCx1681 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 65 11 3 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 76 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 11 16 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 210 180 NA
x10MCx1318 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 48 43 17 3 12.7279220614 12 22.627416998 6.3639610307000005 9 82 15 35.3553390593 30.405591591 14.142135623699998 13.4350288425 5 67.8822509939 98.9949493661 33.941125497 3.5355339059 25 127.2792206136 31.8198051534 4.9497474683 19 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 58 3 70.7106781187 17.6776695297 1.4142135624 1.4142135624 310 360 NA
x10MCx1483 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 39 21.920310216799997 7.071067811900001 4 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 6 63 17 35.3553390593 30.405591591 14.142135623699998 13.4350288425 8 67.8822509939 98.9949493661 33.941125497 110 10.6066017178 127.2792206136 31.8198051534 9 22 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 26 4 70.7106781187 17.6776695297 1.4142135624 1.4142135624 210 230 NA
x14MCx1739 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 46 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 35 21.920310216799997 21 5 12.7279220614 14 22.627416998 6.3639610307000005 20 110 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 8 67.8822509939 190 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 10 29 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 20 3 70.7106781187 58 1.4142135624 1.4142135624 120.2081528017 580 NA
x10MCx1350 7.071067811900001 275.7716446628 1.4142135624 150 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 44 21.920310216799997 7.071067811900001 1.4142135624 12.7279220614 6 22.627416998 6.3639610307000005 3.5355339059 87 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 9 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 8 17 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 30 2 70.7106781187 17.6776695297 1.4142135624 1.4142135624 580 190 NA
x20MCx1478 7.071067811900001 275.7716446628 1.4142135624 130 65.0538238692 27.5771644663 3111.2698372208 19 530.3300858899 3.5355339059 4.2426406871 48 21.920310216799997 30 3 12.7279220614 13 22.627416998 6.3639610307000005 13 98 18 56 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 160 10.6066017178 127.2792206136 31.8198051534 12 31 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 20 4 70.7106781187 31 1.4142135624 1.4142135624 370 430 NA
x20MCx1122 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 34 21.920310216799997 7.071067811900001 2 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 37 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 4.9497474683 17 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 120.2081528017 150 NA
x20MCx2929 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 56 21.920310216799997 17 4 12.7279220614 24 22.627416998 6.3639610307000005 3.5355339059 200 19 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 64 10.6066017178 127.2792206136 31.8198051534 15 25 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 4 70.7106781187 180 1.4142135624 1.4142135624 170 300 NA
x20MCx2368 7.071067811900001 275.7716446628 1.4142135624 79 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 42 44 17 4 12.7279220614 7 22.627416998 6.3639610307000005 6 93 19 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 24 127.2792206136 31.8198051534 4.9497474683 19 33.941125497 70.7106781187 11 1.4142135624 34.6482322781 43 1.4142135624 70.7106781187 170 1.4142135624 1.4142135624 630 470 NA
x20MCx1819 7.071067811900001 275.7716446628 1.4142135624 93 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 73 31 21 4 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 73 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 12 10 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 28 4 70.7106781187 17.6776695297 1.4142135624 1.4142135624 570 430 NA
x11MCx2130 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 59 21.920310216799997 12 4 12.7279220614 6 22.627416998 6.3639610307000005 8 110 9.8994949366 170 30.405591591 14.142135623699998 13.4350288425 9 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 27 36 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 31 2 70.7106781187 17.6776695297 1.4142135624 1.4142135624 120.2081528017 380 NA
x30MCx2684 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 45 21.920310216799997 7.071067811900001 3 12.7279220614 6 22.627416998 6.3639610307000005 3.5355339059 49 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 19 7.071067811900001 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 44 3 70.7106781187 17.6776695297 1.4142135624 1.4142135624 440 240 NA
x10MCx3318 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 7.071067811900001 2 12.7279220614 5 22.627416998 6.3639610307000005 3.5355339059 24.041630560300003 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 10 12 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 30 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 120.2081528017 66 NA
x10MCx2602 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
